,category,text
7038,Household,"MEDED Plastic Bucket, Tub and Mug Bathroom Set - King Size, White and Pink (Pack of 6) Elegant floral design set for 1 bathroom, made out of long lasting durable and unbreakable plastic to add beauty to your home. A complete heavy duty, large capacity, plastic bathroom bucket 22 L, tub 25 L, mug 1.5 L, pedal dustbin, stool and soap dish combo set."
25120,Books,"Science and Technology: For Civil Services Preliminary and Main Examinations About the Author Dr. Ravi P. Agrahari, a Ph.D. from IIT, Delhi, is a recipient of Junior Research Fellowship and Senior Research Fellowship from CSIR, Government of India. He has been working as a research scientist in IIT, Delhi since 2015. Mr. Agrahari also works as an independent consultant in the fields of environment, renewable and sustainable energy and biogas issues at the Bag Energy Research Society, Varanasi. He is an energy expert and has published various papers in many reputed international journals. He has attended many international conferences in Sweden and France. Dr. Agrahari is well-known for his expertise in “Environmental Sciences” and “Science and Technology” and has authored several books on the same for UPSC examination. He has been teaching UPSC and CSIR/UGC-NET/GATE aspirants for more than 17 years. During his 17 years long teaching experience, he has taught in more than 50 reputed coaching institutes for Civil Services Examinations in more than 15 states in India."
28083,Books,"Majestic Animals: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book) About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy."
13441,Household,Philips Food Processor HL1661 700Watts with Chutney Jar Jars / Blades/ Accessories – Qty  Multipurpose Jar – 1  Chutney Jar-1  Blender Jar-1  FB Bowl-1  Juicer Attachment-1  Chopping Blade-1  Atta Kneading blade-1  Slicing insert-1  Shredding insert-1
45801,Electronics,"Docooler 3 in 1 Dust Cleaner Camera Cleaning Kit Lens Brush+ Cleaning Cloth+ Air Blower for Canon Nikon Sony DSLR ILDC Camera and Lens Specifications: Material: Rubber, microfiber fabric, ABS and soft mane Package Size: 14 * 6 * 5cm / 5.5 * 2.4 * 2in Package Weight: 43g / 1.5ozPackage List: 1 * Lens Brush 1 * Cleaning Cloth 1 * Air BlowerNote: This is 3 pcs in 1 lot, not 3 lot, please note before purchase, thank you."
24020,Books,public administration paper -2 public administration paper -2 Written by radhabinod aribam (IAS) Useful for IAS/PCS University & Other (GS) Exam
21560,Books,Know your Banking - II Credit Cards 
38131,Clothing & Accessories,Prego Maternity Women's Maternity Halter Polka Dot Tankini Swimsuit
49200,Electronics,"SKYVIK Beam 2 QI Certified 7.5W & 10W Fast Wireless Charger for iPhone X XS Max XR, iPhone 8 & 8 Plus, Samsung Note 9 Note 8 & Galaxy S Series Pixel 3 LG G7 V30 and Other Qi Enabled Devices. Imagine That You Can Fully Charge Your Mobile Phone In Less Than 2.5 Hours… Well, even though it might sound like a dream, we have made this dream come true with SKYVIK standing charger pad. Enjoy 1.4 times faster charging, Two Coils leave no blind charging pots and make charging simpler. The Wide Charging Area ensures safe charging performances. If speed impresses you, then this lighting fast charging pad is the way to go! Toss Away All Those Conventional Chargers! Welcome The New Standing Charger Revolution! What's in the box 1 x SKYVIK wireless fast charger stand (With a Micro USB port) 1 x USB Power Cable (not including the AC Adapter) 1 x User Manual Its anti-slip mat, portable design and overcharging protection technology all combined, make this wireless stand charger an absolute must have gadget. Ideal for all those leading a busy life, love using their phones all day long in the office, college, at home, and during holidays! Never have to miss an important phone call ever again. Place your phone in a vertical or horizontal position and worry no more about it slipping or falling down. The wide charging area ensures safe original charging performances. TIPS: It's normal for your phone to get warm or even warmer during the charging process. But not cause any problems for the phone. Do The Following Situations Sound Familiar? Oh nooo, my phone’s battery is slowly dying. Where is my charger again? I am fed up with taking forever to charge devices. Hmm, could I find one stand charger that charges them all? How much I hate short and messy charging wires… If so, then this fast wireless charger is a keeper! What are you waiting for? Get yours today, while supplies last! Scroll Up & Click Add To Cart Now!"
22856,Books,COMBO BANK PO ALL EXAMS (REASONING/ENGLISH/QUANTITATIVE APTIUDE) SET OF 3 BOOKS 2018-19 EXAMS COMBO BANK PO ALL EXAMS (REASONING/ENGLISH/QUANTITATIVE APTIUDE) SET OF 3 BOOKS 2018-19 EXAMS
19137,Household,"Lifestyle - You Metal Cash Box Safe with Key (Red) High Quality Metal ( Iron) Cash Box with Key.This cash box can be used in home and office. You can use it to store jewellery, cash, stamps, coins or anything which you value. This cash box can then be stored inside your almirah locker or safe. You can also keep it inside a bank locker. Has coin tray to organise your stuff. Good looking novelty design. All pictures taken by us with the actual product in stock. Dimension - 300mm x 240mm x 90mm."
27034,Books,Pilot's Handbook of Aeronautical Knowledge 
46738,Electronics,"Land And Sky 90X Astronomical Refractor Telescope Optical Glass Metal Tube The beginner telescope with 50mm objective diameter and 360mm focal length, configure two different magnification 18x and 60x. Additional 1.5x erecting eyepiece included, expand the magnification to 27x and 90x. Theoretical Resolution: 2.000 arc seconds , This is equivalent to 1,000 meters can be seen 0.970 cm two objects. Explore Land & Sky with This 90 Power Telescope. High Quality Optical Glass Lens and Metal Optical Tube. Complete with Aluminum Table Top Tripod & 1.5x Erecting Eyepiece & 2 Eyepieces (18x and 60x). Caution: Do not view sun through telescope as serious injury to the eye will occur. Children under the age of 8 must be supervised by an adult when using telescope. Package Contents: Telescope Aluminum Table Top Tripod 1.5x Erecting Eyepiece 2 Eyepieces (18x and 60x) - Aperture: 50mm (2'') - Aperture: 50mm(2³) - Focal Length: 360mm Max Height: 38cm Hybrid Diagonal: 90 Degree - Equatorial Mount. Accessories Include: - Eyepiece: H6mm, H20mm, 1.5X Erector(for land viewing), User Manual. Note: Note: This item comes in 2 colors (silver and white), however choice of color is not possible. Item color will be sent as per availability. IN case of non-availability of regular colors, your order may be upgraded to limited-edition all-black color at no extra charge. Your cooperation is requested in this regard."
23928,Books,Your Prime Minister is Dead 
22188,Books,"BPC4 Statistics in Psychology (Ignou help book for BPC-004 in English medium) ""BPC-004 Statistics in Psychology TOPICS COVERED Block-1 Introduction to Statistics Unit-1 Introduction to Statistics Unit-2 Descriptive Statistics Unit-3 Inferential Statistics Unit-4 Frequency Distribution and Graphical Presentation Block-2 Central Tendencies and Dispersion Unit-1 Concept of Central Tendency Unit-2 Mean, Median and Mode Unit-3 Concept of Dispersion Unit-4 Range, MD, SD and QD Block-3 Introduction to Correlation Unit-1 Introduction to Parametric Correlation Unit-2 Product Moment Coefficient of Correlation Unit-3 Introduction to Non-Parametric Correlation Unit-4 Rank Correlation (rho and Kendall Rank Correlation) Block-4 Significance of the Difference of Frequency Unit-1 Significance of the Difference of Frequency: Chi-Square Unit-2 Concept and Calculation of Chi-Square Unit-3 Significance of the Differences between Means (T-value) Unit-4 Normal Distribution: Definition, Characteristics and Properties CONTENTS Chapter-1 Introduction to Statistics Chapter-2 Central Tendencies and Dispersion Chapter-3 Introduction to Correlation Chapter-4 Significance of the Difference of Frequency Important Formulae Appendix Tables Table (A): Normal Possibility Curve Table Table (B): Critical Values of Chi-square Distribution Table (C): t-Distribution Question Papers June: 2013 (Solved) December: 2013 (Solved) June: 2014 (Solved) December: 2014 (Solved) June: 2015 (Solved) """
